Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
ELBOW CS,SASKATCHEWAN,4022359,3088,71450,WOK,51.13,-106.58,510800000,-1063500000,595,1972,2021,1994,2021,1973,2021,1972,2007
ELBOW 2 NE,SASKATCHEWAN,4022363,3091,,,51.17,-106.55,511000000,-1063300000,605.3,1990,2021,,,1990,2021,1990,2007
LUCKY LAKE,SASKATCHEWAN,4024714,10724,71455,WLE,50.95,-107.15,505700000,-1070900000,664.7,1992,2021,1994,2021,1992,2021,1996,2007
MAPLE CREEK,SASKATCHEWAN,4024919,10667,71453,WMQ,49.9,-109.47,495409050,-1092758060,766.7,1992,2021,1994,2021,1992,2021,1996,2007
ROCK POINT,SASKATCHEWAN,4026847,3142,,,51.15,-107.26,510914007,-1071548004,725.1,1973,2021,,,1973,2021,1973,2007
STEWART VALLEY,SASKATCHEWAN,4027775,3151,,,50.6,-107.8,503600000,-1074800000,727,1984,2021,,,1984,2021,1984,2007
SWIFT CURRENT CDA,SASKATCHEWAN,4028060,3157,71446,WVC,50.27,-107.73,501600000,-1074400000,825,1959,2021,1994,2021,1959,2021,1959,2007
LEADER AIRPORT,SASKATCHEWAN,402DAF0,10795,71459,WJX,50.91,-109.5,505434070,-1093005010,675.5,1992,2021,1994,2021,1992,2021,1996,2007
CORONACH SPC,SASKATCHEWAN,40318MN,3172,71516,WAQ,49.05,-105.48,490300000,-1052900000,756,1980,2021,1995,2021,1980,2021,1980,2007
CYPRESS HILLS PARK,SASKATCHEWAN,4031999,10888,71139,WVP,49.64,-109.51,493826009,-1093052004,1270.6,1992,2021,1994,2021,1992,2021,1996,2007
EASTEND CYPRESS (AUT),SASKATCHEWAN,4032322,7485,71131,WEH,49.44,-108.99,492616010,-1085919050,1079.6,1992,2021,1994,2021,1992,2021,1997,2007
MANKOTA,SASKATCHEWAN,4034910,3186,71204,PMK,49.1,-107.02,490557000,-1070128030,830,1962,2021,2012,2021,1962,2021,1962,2007
ROCKGLEN (AUT),SASKATCHEWAN,4036844,3193,71135,WKO,49.17,-105.98,491004040,-1055845060,917,1970,2021,1970,2021,1970,2021,1971,2007
VAL MARIE SOUTHEAST,SASKATCHEWAN,4038412,10821,71137,WVN,49.06,-107.59,490330001,-1073509010,796,1992,2021,1994,2021,1992,2021,1996,2007
BICKLEIGH,SASKATCHEWAN,4040587,3210,,,51.29,-108.41,511740000,-1082424070,676.4,1988,2021,,,1988,2021,1988,2007
BUTTE ST PIERRE,SASKATCHEWAN,4041000,3212,,,53.45,-109.2,532700000,-1091200000,571.5,1955,2021,,,1955,2021,1955,2007
NORTH BATTLEFORD RCS,SASKATCHEWAN,4045607,44344,71754,PQW,52.77,-108.26,524619004,-1081520007,548,2005,2021,2005,2021,2005,2021,2006,2007
NORTH BATTLEFORD,SASKATCHEWAN,4045695,48609,71876,YQW,52.77,-108.24,524609000,-1081437000,548.3,2010,2021,2010,2021,2010,2021,,
ROSETOWN EAST,SASKATCHEWAN,4046884,10784,71510,WRJ,51.57,-107.92,513400000,-1075500000,586,1992,2021,1994,2021,1992,2021,1996,2007
SCOTT CDA,SASKATCHEWAN,4047240,3259,71489,WTS,52.36,-108.83,522135064,-1085005004,659.6,1911,2021,1997,2021,1911,2021,1911,2007
SONNINGDALE,SASKATCHEWAN,4047644,3261,,,52.32,-107.77,521900000,-1074600000,716.3,1984,2021,,,1984,2021,1984,2007
HOEY,SASKATCHEWAN,4053264,3300,,,52.85,-105.78,525100000,-1054700000,473,1986,2020,,,1986,2020,1986,2007
MELFORT,SASKATCHEWAN,4055079,10727,71456,WFF,52.82,-104.6,524900000,-1043600000,490,1992,2021,1994,2021,1992,2021,1996,2007
OUTLOOK PFRA,SASKATCHEWAN,4055736,3318,71551,WYE,51.48,-107.05,512900000,-1070300000,541,1952,2021,1996,2021,1952,2021,1952,2007
SASKATOON RCS,SASKATCHEWAN,4057165,47707,71496,POX,52.17,-106.72,521025000,-1064308001,504.1,2008,2021,2008,2021,2008,2021,,
BUFFALO NARROWS (AUT),SASKATCHEWAN,4060983,7534,71077,WVT,55.84,-108.42,555026008,-1082514009,440.1,1992,2021,1994,2021,1992,2021,1998,2007
CIGAR LAKE,SASKATCHEWAN,4061570,3359,,,58.08,-104.48,580500000,-1042900000,467,1987,2021,,,1987,2021,1987,2007
COLLINS BAY CAMECO,SASKATCHEWAN,4061632,6873,,,58.18,-103.7,581100000,-1034200000,490.1,1992,2021,,,1992,2021,1992,2007
ISLAND FALLS (AUT),SASKATCHEWAN,4063605,42883,71331,PIF,55.53,-102.35,553200000,-1022100000,297.4,2004,2021,2004,2021,2004,2021,2004,2007
JIMMY LAKE AWOS,SASKATCHEWAN,4063623,30724,71023,WHN,54.91,-109.96,545430050,-1095743080,637.1,2004,2021,2004,2021,2004,2021,,
KEY LAKE,SASKATCHEWAN,4063757,48872,71499,YKJ,57.26,-105.62,571523000,-1053703000,513.9,2010,2021,2010,2021,2010,2021,,
LA RONGE RCS,SASKATCHEWAN,4064149,29371,71586,XOX,55.15,-105.27,550847020,-1051613030,378.6,1999,2021,1999,2021,1999,2021,1999,2007
LOON LAKE RCS,SASKATCHEWAN,4064620,48148,71273,PIL,54.02,-109.14,540111000,-1090818000,545.6,2009,2021,2009,2021,2009,2021,,
SOUTHEND,SASKATCHEWAN,4067655,10242,71451,WJH,56.33,-103.28,562000000,-1031700000,344.1,1992,2021,1994,2021,1992,2021,1996,2007
SPIRITWOOD WEST,SASKATCHEWAN,4067723,10850,71133,WSR,53.37,-107.55,532200000,-1073300000,584.3,1992,2021,1994,2021,1992,2021,1996,2007
STONY RAPIDS,SASKATCHEWAN,4067799,48548,71132,YSF,59.25,-105.84,591501000,-1055029000,244.15,2010,2021,2010,2021,2010,2021,,
WASKESIU LAKE,SASKATCHEWAN,4068559,10688,71454,WLV,53.92,-106.07,535500000,-1060400000,569.4,1992,2021,1994,2021,1992,2021,1996,2007
MEADOW LAKE,SASKATCHEWAN,406N0NM,10198,71970,WLJ,54.13,-108.52,540800000,-1083100000,481,1994,2021,1994,2021,1996,2021,1996,2007
URANIUM CITY (AUT),SASKATCHEWAN,406QLD0,9831,71076,WDC,59.57,-108.48,593400000,-1082900000,318.2,1992,2021,1994,2021,1992,2021,1998,2007
NIPAWIN,SASKATCHEWAN,4075525,48608,71130,YBU,53.33,-104.01,531957000,-1040030000,371.9,2010,2021,2010,2021,2010,2021,,
NIPAWIN,SASKATCHEWAN,407N51G,10195,71312,WBU,53.33,-104,532000000,-1040000000,371.9,1994,2021,1994,2021,1996,2021,1997,2007
HUDSON BAY(AUT),SASKATCHEWAN,4083324,46367,71868,ZHB,52.82,-102.32,524900000,-1021900000,358.1,2007,2021,2007,2021,2007,2021,2007,2007
BALDUR,MANITOBA,5010140,3463,,,49.28,-99.29,491634900,-991732500,449.9,1962,2021,,,1962,2021,1962,2007
CARBERRY CS,MANITOBA,5010547,27741,71170,WZE,49.91,-99.36,495420900,-992126800,383.5,1994,2021,1994,2021,1994,2021,1996,2007
CYPRESS RIVER RCS,MANITOBA,5010641,48128,71239,POY,49.56,-99.07,493344000,-990426000,374,2009,2021,2009,2021,2009,2021,,
ELKHORN 2 EAST,MANITOBA,5010QFQ,3460,,,49.93,-101.2,495536200,-1011210100,497.5,1987,2021,,,1987,2021,1987,2007
PORTAGE ROMANCE,MANITOBA,5012300,45987,,,49.98,-98.3,495900000,-981800000,262.4,2007,2021,,,2007,2021,2007,2007
PORTAGE SOUTHPORT A,MANITOBA,5012320,3518,71851,YPG,49.9,-98.27,495400000,-981600000,269.7,1941,2021,1953,2021,1941,1992,1941,1992
PORTAGE LA PRAIRIE CDA,MANITOBA,5012321,3519,,,49.95,-98.27,495700000,-981600000,259.1,1970,2021,,,1970,2021,1970,2007
PORTAGE SOUTHPORT,MANITOBA,5012324,10884,71851,WPG,49.9,-98.28,495411300,-981702900,272.7,1992,2021,1994,2021,1992,2021,1996,2007
ROBLIN,MANITOBA,5012469,27119,71553,WXB,51.18,-101.36,511100018,-1012146068,539.5,1996,2021,1996,2021,1996,2021,1996,2007
SHOAL LAKE CS,MANITOBA,5012654,10927,71150,WUT,50.45,-100.6,502717600,-1003612600,561.3,1993,2021,1994,2021,1993,2021,1996,2007
VIRDEN WATER,MANITOBA,5012961,47367,,,49.84,-100.93,495029500,-1005603700,439.5,2008,2021,,,2008,2021,,
WASAGAMING,MANITOBA,5013117,3562,71444,WWP,50.66,-99.94,503918006,-995631008,627.4,1966,2021,1994,2021,1966,2021,1966,2007
MELITA,MANITOBA,501A7AR,10185,71447,WEI,49.28,-100.99,491652600,-1005910900,445.9,1992,2021,1994,2021,1992,2021,1996,2007
ROBLIN FRIESEN 3 NORTHWEST,MANITOBA,501B4G2,6879,,,51.27,-101.4,511600000,-1012400000,556.4,1991,2021,,,1991,2021,1991,2007
RIVERS PETTAPIECE,MANITOBA,501BMMA,3457,,,50.11,-100.18,500629400,-1001044500,487.5,1987,2021,,,1987,2021,1987,2007
ROSSBURN 4 NORTH,MANITOBA,501KE01,3458,,,50.75,-100.82,504500000,-1004900000,609.6,1986,2021,,,1986,2021,1986,2007
DEERWOOD RCS,MANITOBA,5020725,29886,71840,XDW,49.4,-98.32,492359400,-981909300,341.4,2000,2021,2000,2021,2000,2021,2000,2007
EMERSON AUTO,MANITOBA,5020881,48068,71560,WEX,49,-97.24,490000000,-971415000,242,2009,2021,2009,2021,2009,2021,,
GRETNA (AUT),MANITOBA,5021220,3605,71441,WGN,49.03,-97.56,490151004,-973336003,252.6,1885,2021,1994,2021,1885,2021,1885,2007
HOLLAND,MANITOBA,5021302,3609,,,49.61,-98.88,493622000,-985230000,374.9,1984,2021,,,1984,2021,1984,2007
MARQUETTE,MANITOBA,5021695,3619,,,50.01,-97.81,500048400,-974825700,243.8,1969,2021,,,1969,2021,1969,2007
MORDEN CDA CS,MANITOBA,5021849,29593,71564,XMD,49.19,-98.08,491115500,-980502200,297.5,1999,2021,2000,2021,1999,2021,1999,2007
OAKBANK,MANITOBA,5022051,3641,,,49.93,-96.85,495600000,-965100000,245.6,1885,2021,,,1885,2021,1885,2007
PILOT MOUND (AUT),MANITOBA,5022125,3649,71148,WPO,49.19,-98.9,491127700,-985417500,470.3,1957,2021,1957,2021,1957,2021,1957,2007
ST LABRE,MANITOBA,5022575,3667,,,49.35,-96.04,492109000,-960206000,352,1981,2021,,,1981,2021,1981,2007
SCHANZENFELD,MANITOBA,5022623,6889,,,49.13,-97.95,490800000,-975700000,277.4,1991,2021,,,1991,2021,1991,2007
SPRAGUE,MANITOBA,5022759,10196,71449,WSU,49.02,-95.6,490125000,-953554009,328.8,1992,2021,1994,2021,1992,2021,1996,2007
STONY MOUNTAIN,MANITOBA,5022791,3678,,,50.12,-97.17,500700000,-971000000,236.2,1972,2021,,,1972,2021,1972,2007
WINNIPEG CHARLESWOOD 2,MANITOBA,5023225,43185,,,49.85,-97.27,495100000,-971621000,238,2004,2021,,,2004,2021,2004,2007
WINNIPEG THE FORKS,MANITOBA,5023262,28051,71579,XWN,49.89,-97.13,495318008,-970746007,230,1999,2021,1999,2021,1999,2021,1999,2007
CARMAN U OF M CS,MANITOBA,502I001,26857,71147,WNK,49.5,-98.03,492953200,-980147100,268.2,1995,2021,1995,2021,1995,2021,1996,2007
WINNIPEG A CS,MANITOBA,502S001,27174,71849,XWG,49.92,-97.25,495500000,-971458000,238.7,1996,2021,2013,2021,1996,2021,1996,2007
BERENS RIVER CS,MANITOBA,5030203,3721,71158,WCF,52.36,-97.02,522135052,-970119032,221.9,1985,2021,1985,2021,1985,2021,1985,2007
GEORGE ISLAND (AUT),MANITOBA,5030984,7333,71445,WWS,52.82,-97.62,524907014,-973659028,222.5,1994,2021,1994,2021,1994,2021,1998,2007
FISHER BRANCH (AUT),MANITOBA,50309J6,8993,71442,WSZ,51.08,-97.55,510500100,-973316200,253,1992,2021,1994,2021,1992,2021,1999,2007
GIMLI HARBOUR CS,MANITOBA,5031041,27867,71577,XGH,50.63,-96.98,503752000,-965856000,217.02,1999,2021,1999,2021,1999,2021,2006,2006
GIMLI CLIMATE,MANITOBA,5031042,45007,71748,PGH,50.63,-97.05,503800000,-970300000,230.1,2006,2021,2006,2021,2006,2021,2007,2007
GREAT FALLS CLIMATE,MANITOBA,5031201,43243,71570,PGF,50.52,-95.98,503120001,-955838000,253,2005,2021,2005,2021,2005,2021,2005,2007
INDIAN BAY,MANITOBA,5031320,3746,,,49.62,-95.2,493726000,-951150000,326.7,1915,2021,,,1915,2021,1915,2007
GRAND RAPIDS (AUT),MANITOBA,5031A10,7290,71858,WJD,53.19,-99.27,531111064,-991604098,222.5,1992,2021,1994,2021,1992,2021,1999,2007
PINAWA CANWARN,MANITOBA,5032161,43620,,,50.15,-95.89,500851000,-955325000,277.7,2005,2021,,,2005,2021,2005,2007
RENNIE,MANITOBA,5032360,3755,,,49.85,-95.53,495100000,-953159000,323.1,1948,2021,,,1948,2021,1948,2007
VICTORIA BEACH (AUT),MANITOBA,5032951,9035,71552,WII,50.7,-96.57,504200000,-963400000,220.1,1996,2021,1996,2021,1996,2021,1996,2006
PINAWA,MANITOBA,503B1ER,10186,71448,WEA,50.18,-96.06,501038020,-960353000,268,1992,2021,1994,2021,1992,2021,1996,2007
BEAVER,MANITOBA,5040166,3775,,,50.05,-98.7,500300000,-984200000,268.2,1973,2021,,,1973,2021,1973,2007
DAUPHIN CS,MANITOBA,5040681,26866,71550,WZT,51.1,-100.06,510601400,-1000324800,304.5,1995,2021,1995,2021,1995,2021,2000,2007
DAUPHIN,MANITOBA,5040689,48868,71036,YDN,51.1,-100.05,510603000,-1000309000,304.5,2010,2021,2010,2021,2010,2021,,
COWAN,MANITOBA,5040FJ3,3766,,,52.03,-100.65,520200000,-1003900000,365.8,1984,2021,,,1984,2021,1984,2007
MAFEKING,MANITOBA,5041685,3820,,,52.67,-101.1,523959030,-1010552020,325,1983,2021,,,1983,2021,1983,2007
MCCREARY,MANITOBA,5043158,3853,71149,WOO,50.71,-99.53,504243001,-993148003,351,1971,2021,1997,2021,1971,2021,1971,2007
OAKPOINT MARINE,MANITOBA,504K0NM,10881,71144,WOJ,50.5,-98.04,502958044,-980212030,249.6,1994,2021,1994,2021,1994,2021,1996,2007
SWAN RIVER RCS,MANITOBA,504K80K,10188,71443,WEQ,52.11,-101.23,520653900,-1011358500,334.8,1993,2021,1994,2021,1993,2021,1996,2007
FLIN FLON,MANITOBA,5050919,10213,71954,WFO,54.68,-101.68,544100000,-1014100000,303.9,1994,2021,1994,2021,1996,2021,1996,2007
FLIN FLON,MANITOBA,5050920,3857,,,54.77,-101.88,544600000,-1015300000,320,1927,2021,,,1927,2021,1927,2007
THE PAS CLIMATE,MANITOBA,5052890,43983,71695,PQD,53.97,-101.1,535800000,-1010600000,274,2005,2021,2005,2021,2005,2021,2007,2007
CHURCHILL A,MANITOBA,5060595,48969,71618,YYQ,58.74,-94.07,584421000,-940359000,29.3,2010,2021,2010,2021,2010,2021,,
CHURCHILL CLIMATE,MANITOBA,5060608,44244,71696,PYQ,58.73,-94.07,584400000,-940400000,28.5,2005,2021,2005,2021,2005,2021,2005,2007
GILLAM,MANITOBA,5060999,10217,,WGX,56.36,-94.7,562132028,-944215024,145.3,1994,2021,1994,2021,1996,2021,1996,2007
KELSEY DAM CS,MANITOBA,5061422,29533,71572,ZKD,56.04,-96.51,560215000,-963035000,182.9,2000,2021,2000,2021,2000,2021,2000,2007
LYNN LAKE,MANITOBA,5061645,48588,71078,YYL,56.86,-101.08,565150000,-1010434000,356.6,2010,2021,2010,2021,2010,2021,,
LYNN LAKE RCS,MANITOBA,5061649,48728,71632,PLE,56.85,-101.07,565100420,-1010400005,354.2,2010,2021,2010,2021,2010,2021,,
NORWAY HOUSE,MANITOBA,5062040,48951,71410,YNE,53.96,-97.84,535730000,-975039000,223.7,2010,2021,2010,2021,2010,2021,,
TADOULE LAKE CS,MANITOBA,5062840,30475,71334,XBQ,58.72,-98.5,584257000,-983006000,262.01,2000,2021,2000,2021,2000,2021,2000,2007
EAR FALLS (AUT),ONTARIO,6012199,27865,71295,XEA,50.63,-93.22,503750000,-931317000,362.6,1999,2021,2000,2021,1999,2021,1999,2006
LANSDOWNE HOUSE (AUT),ONTARIO,6014353,10244,71846,WLF,52.2,-87.94,521146000,-875610000,253.4,1992,2021,1994,2021,1992,2021,2000,2006
PEAWANUCK (AUT),ONTARIO,6016295,10197,71434,WWN,54.98,-85.43,545900000,-852600000,52.7,1994,2021,1994,2021,1994,2021,2003,2006
PICKLE LAKE (AUT),ONTARIO,6016525,3920,71835,WPL,51.45,-90.22,512657001,-901304007,390.8,1930,2021,1955,2021,1930,2021,1930,2006
BARWICK,ONTARIO,6020559,3932,,,48.63,-93.97,483800000,-935800000,335,1978,2021,,,1978,2021,1978,2006
ATIKOKAN (AUT),ONTARIO,6020LPQ,10220,71747,WCH,48.76,-91.63,484540000,-913741000,389.3,1994,2021,1994,2021,2000,2021,2005,2006
FORT FRANCES RCS,ONTARIO,6022474,46507,71962,TAG,48.65,-93.44,483904000,-932620002,342,2007,2021,2007,2021,2007,2021,,
MINE CENTRE SOUTHWEST,ONTARIO,6025205,44343,,,48.76,-92.62,484535060,-923722000,361,2005,2021,,,2005,2021,2005,2006
DRYDEN REGIONAL,ONTARIO,6032125,48869,71527,YHD,49.83,-92.74,494939000,-924439000,412.7,2010,2021,2010,2021,2010,2021,,
KENORA RCS,ONTARIO,6034073,47307,71151,TKR,49.79,-94.38,494726000,-942240000,412.7,2008,2021,2008,2021,2008,2021,,
RAWSON LAKE,ONTARIO,6036904,3966,,,49.65,-93.72,493900000,-934300000,358.1,1969,2021,,,1969,2021,1969,2006
RAWSON LAKE (AUT),ONTARIO,6036907,30455,71855,TRA,49.66,-93.73,493951001,-934358002,435,2003,2021,2005,2021,2003,2021,,
ROYAL ISLAND (AUT),ONTARIO,6037201,10899,71859,WTX,49.47,-94.76,492807000,-944547000,329,1994,2021,1994,2021,2016,2021,,
ARMSTRONG (AUT),ONTARIO,6040325,3987,71841,WYW,50.29,-88.91,501737000,-885419000,322.5,1938,2021,1953,2021,1938,2021,1938,1982
CAMERON FALLS (AUT),ONTARIO,6041110,27674,71291,XCA,49.15,-88.34,490914000,-882041000,232.6,1998,2021,2000,2021,1998,2021,1998,2006
CARIBOU ISLAND (AUT),ONTARIO,6041222,7582,71433,WCI,47.33,-85.83,472000000,-855000000,187,1993,2021,1994,2021,1993,2021,,
THUNDER BAY BURWOOD,ONTARIO,6048266,44324,,,48.41,-89.28,482450200,-891641700,200,2005,2020,,,2005,2020,2005,2006
THUNDER BAY CS,ONTARIO,6048268,30682,71667,ZTB,48.37,-89.33,482210000,-891938000,199.4,2000,2021,2000,2021,2003,2021,2003,2006
UPSALA (AUT),ONTARIO,6049095,4057,71435,WDV,49.03,-90.47,490200000,-902800000,488.5,1972,2021,1994,2021,1973,2021,1972,2006
WELCOME ISLAND (AUT),ONTARIO,6049443,4061,71751,WEC,48.37,-89.12,482209000,-890710000,211.4,1967,2021,1994,2021,1967,2021,1967,1985
LITTLE FLATLAND ISLAND (AUT),ONTARIO,6049470,43104,71468,WKK,49.69,-88.31,494124000,-881821000,261,2005,2021,2005,2021,2005,2021,,
NORTHERN ONTARIO EER,ONTARIO,604S001,26912,,XQT,48.43,-89.22,482600000,-891300000,0,2001,2020,2001,2020,2018,2020,,
KILLARNEY (AUT),ONTARIO,605DJ25,8997,71460,WBE,45.97,-81.48,455800000,-812900000,196.3,1992,2021,1994,2021,1992,2021,,
MASSEY,ONTARIO,6065006,4121,,,46.19,-82.02,461135088,-820129022,200,1983,2021,,,1983,2021,1983,2006
BONNER LAKE,ONTARIO,6070QK6,4140,,,49.38,-82.12,492300000,-820725000,245,1990,2021,,,1990,2021,1990,2006
EARLTON CLIMATE,ONTARIO,6072230,47687,71213,TXR,47.7,-79.85,474142000,-795056000,243.4,2008,2021,2008,2021,2008,2021,,
KAPUSKASING CDA ON,ONTARIO,6073980,30435,71299,XKA,49.41,-82.44,492423000,-822637000,218,2000,2021,2000,2021,2000,2021,2002,2006
KIRKLAND LAKE CS,ONTARIO,6074211,27535,71301,XKI,48.15,-80,480900000,-800000000,324,1997,2021,2001,2021,1997,2021,1997,2006
MOOSONEE,ONTARIO,6075420,48950,71398,YMO,51.29,-80.61,511728000,-803628000,9.1,2010,2021,2010,2021,2010,2021,,
MOOSONEE UA,ONTARIO,6075425,4168,71836,WZC,51.27,-80.65,511600000,-803900000,10,1932,2021,1953,1995,1932,2021,1932,2006
MOOSONEE RCS,ONTARIO,6075435,42123,71309,XZC,51.29,-80.62,511730000,-803705000,9.1,2003,2021,2003,2021,2003,2021,2003,2006
NAGAGAMI (AUT),ONTARIO,6075543,7633,71832,WNZ,49.75,-84.16,494448600,-840949300,264,1993,2021,1994,2021,1993,2021,2003,2006
TIMMINS CLIMATE,ONTARIO,6078282,47547,71193,TMS,48.56,-81.39,483326000,-812325000,294.4,2008,2021,2008,2021,2008,2021,,
ALGONQUIN PARK EAST GATE,ONTARIO,6080192,42967,71581,TNK,45.53,-78.27,453200000,-781600000,397,2004,2021,2004,2021,2004,2021,2005,2006
GORE BAY-MANITOULIN,ONTARIO,6092919,48372,,YZE,45.88,-82.57,455254000,-823402000,189.89,2009,2021,2009,2021,2018,2021,,
GORE BAY CLIMATE,ONTARIO,6092920,48788,71956,TZE,45.88,-82.57,455300000,-823400000,188.6,2010,2021,2010,2021,2010,2021,,
GREAT DUCK ISLAND (AUT),ONTARIO,6093005,7981,71462,WNL,45.63,-82.95,453800000,-825700000,182.8,1994,2021,1994,2021,1994,2021,,
APPLETON,ONTARIO,6100285,6901,,,45.19,-76.11,451109024,-760646098,133,1992,2021,,,1992,2021,1992,2006
BROCKVILLE CLIMATE,ONTARIO,6100970,47567,71161,TBO,44.64,-75.75,443807000,-754454000,120.4,2008,2021,2008,2021,2008,2021,,
BROCKVILLE PCC,ONTARIO,6100971,4236,,,44.6,-75.67,443600000,-754000000,96,1965,2021,,,1965,2021,1965,2006
CHALK RIVER AECL,ONTARIO,6101335,4243,,,46.05,-77.37,460300000,-772200000,121.9,1960,2021,,,1960,2021,1961,2006
CORNWALL,ONTARIO,6101874,4255,,,45.02,-74.75,450056082,-744456040,64,1950,2021,,,1950,2021,1951,2006
DRUMMOND CENTRE,ONTARIO,6102J13,4268,,,45.03,-76.25,450156082,-761510098,145,1984,2021,,,1984,2021,1984,2006
GRENADIER ISLAND,ONTARIO,6103024,10903,71281,WGH,44.42,-75.85,442500000,-755100000,82,1994,2021,1994,2021,1994,2021,1997,2006
HARTINGTON IHD,ONTARIO,6103367,4287,,,44.43,-76.69,442541028,-764125086,160,1967,2021,,,1967,2021,1968,2006
KEMPTVILLE CS,ONTARIO,6104027,27534,71300,XKE,45,-75.63,450000000,-753800000,99.4,1997,2021,2001,2021,1997,2021,1997,2006
KINGSTON CLIMATE,ONTARIO,6104142,47267,71820,TKG,44.22,-76.6,441324000,-763558000,93,2008,2021,2008,2021,2008,2021,,
LYNDHURST SHAWMERE,ONTARIO,6104725,4308,,,44.52,-76.08,443100000,-760500000,86.9,1976,2021,,,1976,2021,1976,2006
MOOSE CREEK WELLS,ONTARIO,6105397,41738,71635,TCK,45.25,-74.96,451504000,-745746000,84.5,2003,2021,2003,2021,2003,2021,,
OMPAH-SEITZ,ONTARIO,6105762,26773,,,45.05,-76.78,450313050,-764702088,276,1994,2021,,,1994,2021,1994,2006
OTTAWA CDA,ONTARIO,6105976,4333,,WCG,45.38,-75.72,452300000,-754300000,79.2,1889,2021,,,1889,2021,1889,2006
OTTAWA CDA RCS,ONTARIO,6105978,30578,71063,XOA,45.38,-75.72,452300000,-754300000,79.2,2000,2021,2000,2021,2000,2021,2003,2006
PEMBROKE CLIMATE,ONTARIO,6106367,49068,71196,TPM,45.86,-77.25,455137000,-771508000,161,2010,2021,2010,2021,2010,2021,,
PETAWAWA AWOS 2,ONTARIO,6106396,47527,71625,YWA,45.95,-77.32,455700000,-771900000,130.1,2008,2021,2008,2021,2008,2021,,
PETAWAWA A,ONTARIO,6106398,4352,71625,YWA,45.95,-77.32,455700000,-771900000,130.1,1969,2020,1969,2020,1970,2008,1971,2006
ST. ALBERT,ONTARIO,6107276,4377,,,45.29,-75.06,451714004,-750349026,80,1986,2021,,,1986,2021,1986,2006
PETAWAWA HOFFMAN,ONTARIO,610FC98,6900,,,45.88,-77.25,455300000,-771500000,153,1993,2021,,,1993,2021,1993,2006
BALDWIN,ONTARIO,6110480,43540,,,44.27,-79.32,441601038,-791908028,229,2004,2021,,,2004,2021,2004,2006
BEATRICE CLIMATE,ONTARIO,6110607,44183,71694,TBT,45.14,-79.4,450825000,-792410000,297.2,2005,2021,2005,2021,2005,2021,2005,2006
COLDWATER WARMINSTER,ONTARIO,6111769,4432,,,44.63,-79.54,443752038,-793220058,285,1971,2021,,,1971,2021,1971,2006
COLLINGWOOD,ONTARIO,6111792,10955,71270,WCO,44.5,-80.22,443000000,-801300000,179.8,1994,2021,1994,2021,1994,2021,1997,2006
LAGOON CITY,ONTARIO,6114295,10911,71282,WGL,44.55,-79.22,443250000,-791300000,220.7,1994,2021,1994,2021,1994,2021,1997,2006
MARKDALE,ONTARIO,6114979,43046,,,44.27,-80.71,441608040,-804243008,411,2004,2021,,,2004,2021,2004,2006
MUSKOKA,ONTARIO,6115529,48368,71532,YQA,44.97,-79.3,445829000,-791812000,281.9,2009,2021,2009,2021,2009,2021,,
ORILLIA BRAIN,ONTARIO,6115811,6904,,,44.6,-79.44,443610000,-792620000,250,1992,2021,,,1992,2021,1992,2006
PARRY SOUND CCG,ONTARIO,6116257,32128,71172,XPC,45.34,-80.04,452039000,-800239000,176.3,2002,2021,2002,2021,2002,2021,2003,2006
SHANTY BAY,ONTARIO,6117684,4509,,,44.4,-79.63,442358050,-793758074,250,1973,2021,,,1973,2021,1973,2006
BARRIE-ORO,ONTARIO,6117700,42183,71314,XBI,44.48,-79.55,442900000,-793300000,289,2003,2021,2003,2021,2003,2021,2003,2006
SPRUCEDALE,ONTARIO,6117981,44303,,,45.43,-79.49,452530000,-792915000,337.1,2003,2021,,,2003,2021,2003,2006
THORNBURY 3,ONTARIO,6118240,44987,,,44.55,-80.47,443304014,-802803060,212,2006,2021,,,2006,2021,2006,2006
UDORA,ONTARIO,6119055,4525,,,44.26,-79.16,441545000,-790941004,262,1989,2021,,,1989,2021,1989,2006
WESTERN ISLAND (AUT),ONTARIO,6119M51,7733,71438,WMZ,45.03,-80.37,450200000,-802200000,191.1,1994,2021,1994,2021,1994,2021,,
BORDEN AWOS,ONTARIO,611B002,29516,71534,YBN,44.27,-79.91,441620000,-795442000,222.5,2000,2021,2005,2021,2000,2021,,
EGBERT CS,ONTARIO,6.11E+03,27604,71296,XET,44.23,-79.78,441400000,-794700000,251,2000,2021,2000,2021,2000,2021,2003,2006
COVE ISLAND (AUT),ONTARIO,61219J2,9004,71439,WWX,45.33,-81.73,452000000,-814400000,180.7,1994,2021,1994,2021,1994,2021,,
GODERICH,ONTARIO,6122847,7747,71261,WGD,43.77,-81.72,434600000,-814300000,213.7,1986,2021,1986,2021,1994,2021,1997,2006
KINCARDINE,ONTARIO,6124127,4575,,,44.17,-81.62,441022014,-813724042,200,1870,2020,,,1870,2020,1870,2006
SARNIA,ONTARIO,6127510,48373,71704,YZR,43,-82.31,425958000,-821832000,181.4,2009,2021,2009,2021,2009,2021,,
